255,0,0,255,255,255,0,0,0,0,255,57,196,0,0,255,0,0,255,0
255,0,0,0,255,255,0,181,202,255,0,97,255,60,10,255,255,0,0,0
0,0,255,255,255,255,0,0,255,255,255,0,0,51,0,0,211,0,0,255
255,255,0,255,0,255,21,255,0,54,66,88,197,52,0,146,0,255,255,0
0,255,0,255,255,0,0,255,0,0,255,255,83,0,255,255,0,0,255,255
216,0,0,0,74,0,255,0,255,255,9,0,0,173,255,0,255,255,0,0
255,0,255,0,255,0,255,0,0,0,255,23,35,0,0,255,0,0,255,0
51,255,255,0,0,255,255,0,202,143,255,255,0,255,255,0,0,255,255,0
0,255,9,86,0,147,68,255,0,0,255,0,255,255,0,255,0,255,96,255
255,106,255,0,0,255,0,255,255,255,255,0,255,0,255,0,0,49,0,55
255,0,0,125,255,0,255,0,188,255,255,255,0,255,0,255,255,0,0,255
255,210,0,34,255,0,187,116,0,191,189,168,0,255,0,255,255,0,0,255
0,201,255,255,0,255,0,73,255,255,46,0,255,0,255,255,41,245,34,174
0,0,0,145,255,0,255,0,0,104,187,0,0,255,0,255,0,255,255,0
255,255,0,0,0,255,0,0,201,255,0,226,255,255,0,255,0,0,255,0
255,0,0,255,255,0,234,0,41,0,255,151,0,0,255,255,255,0,0,255
0,255,255,0,255,167,43,0,0,217,94,255,255,0,255,0,255,255,255,211
0,0,255,255,0,0,216,255,141,0,82,0,0,0,0,255,255,255,0,0
255,255,0,255,176,0,0,0,0,255,20,178,0,255,255,255,0,255,0,0
0,255,255,0,0,41,0,17,255,0,0,179,0,0,255,89,0,255,0,0
