0,255,155,126,0,0,85,0,30,0,55,0,110,97,0,0,53,189,50,0
19,102,0,33,120,38,205,116,255,72,89,23,45,82,0,0,44,176,76,0
34,34,0,50,192,77,131,0,219,0,0,242,10,22,0,18,44,161,0,1
0,149,126,228,255,219,255,214,57,140,8,172,37,0,0,95,0,0,0,49
10,126,255,255,159,166,218,98,0,255,255,0,132,84,0,141,0,0,0,89
0,55,246,255,255,151,94,255,64,0,185,141,0,153,255,0,0,0,165,104
3,75,160,99,179,255,255,169,255,88,0,191,0,0,0,0,0,0,254,55
9,67,255,255,93,255,84,209,33,162,109,84,24,105,0,46,0,0,0,0
0,0,96,220,255,126,255,83,92,70,0,238,238,75,43,7,0,0,0,0
9,34,182,255,249,255,205,0,255,203,0,19,146,0,0,78,230,49,9,0
0,238,242,172,255,94,63,255,233,255,29,0,113,0,0,253,168,31,0,0
0,24,101,229,255,241,255,111,0,255,13,0,255,72,0,42,42,95,0,0
11,145,255,255,255,249,146,0,112,0,0,195,0,245,248,0,0,54,0,26
0,120,255,248,220,0,123,27,255,0,255,0,0,255,0,0,0,147,58,206
3,0,0,80,91,231,77,255,0,0,16,0,160,98,0,42,30,0,0,51
0,0,0,0,0,59,0,0,28,255,126,241,0,0,0,28,0,0,0,193
8,0,15,22,144,42,0,168,125,104,0,104,0,0,0,0,0,0,26,0
0,0,128,149,94,176,0,0,0,41,0,39,0,21,24,0,29,0,95,0
0,118,255,18,93,0,0,0,0,0,15,103,0,0,0,0,167,23,221,255
66,255,255,255,255,0,0,25,27,2,0,37,175,0,96,0,255,133,255,255
