0,0,56,0,0,3,16,0,18,11,0,5,0,15,0,0,19,0
0,0,23,25,6,17,39,60,25,13,29,59,75,63,76,0,0,21
0,0,8,24,95,0,64,5,0,6,0,0,39,17,0,41,0,33
18,0,34,118,47,35,74,21,0,88,45,0,40,21,0,71,74,0
0,30,77,38,0,34,33,14,69,47,0,0,28,0,7,0,94,98
0,34,36,77,20,14,0,22,47,78,25,34,35,36,24,13,3,64
33,85,44,92,37,20,83,82,81,105,0,65,0,0,4,21,3,56
41,27,22,51,86,93,96,83,117,111,79,112,15,55,80,49,78,56
37,69,33,80,34,95,42,155,236,239,27,30,15,95,127,109,34,76
31,22,27,120,61,36,74,255,191,226,201,51,51,1,53,101,0,70
61,46,27,120,97,109,141,103,182,216,169,103,63,106,66,11,11,99
21,26,6,0,37,111,133,109,84,25,124,147,109,112,120,33,36,26
4,0,45,26,53,54,42,255,245,239,139,57,94,9,0,0,35,48
24,0,51,0,68,103,29,91,209,169,117,0,87,64,38,50,41,0
25,0,8,0,136,100,82,58,163,67,66,117,109,25,0,0,10,9
1,0,31,14,26,90,120,50,159,70,106,126,97,12,8,10,3,13
20,0,26,0,0,51,84,64,56,15,120,39,88,0,0,8,0,24
9,0,21,0,15,0,24,42,0,53,48,0,15,4,0,9,8,0
